userName,score,content,cleaned_text,sentiment,sentiment_encoded,tokenized
A Google user,4,Superbe application pour avoir une base sur la programmation mais le livre sur les différents langages de programmation a un contenu peu consistant par rapport au lesson donnée .,superbe application pour avoir une base sur la programmation mais le livre sur les différents langages de programmation un contenu peu consistant par rapport au lesson donnée,Neutral,0,"[1765, 35, 593, 1766, 1767, 962, 963, 434, 1217, 964, 1218, 1768, 963, 692, 1769, 1770, 292, 1217, 693, 1771, 1772, 1773, 965, 1774, 1775, 101, 1776]"
A Google user,5,Who needs school for this?,needs school,Neutral,0,"[289, 238]"
A Google user,5,good,good,Positive,1,[2]
A Google user,5,amazing great application for learning coding,amazing great application learning coding,Positive,1,"[22, 6, 35, 5, 3]"
A Google user,5,it's perfect in every way 🤩💞 . Kudos to Mimo,perfect every way kudos mimo,Positive,1,"[70, 178, 16, 594, 10]"
A Google user,5,that's agreet app,agreet app,Neutral,0,"[1777, 1]"
A Google user,5,Super app its useful,super app useful,Positive,1,"[73, 1, 47]"
A Google user,4,good,good,Positive,1,[2]
A Google user,5,"Hi Supernintendo Chalmers, I'm learnding",hi supernintendo chalmers learnding,Neutral,0,"[797, 1778, 1779, 1780]"
A Google user,5,"Para aperfeiçoamento no ramo de Java Scrip, HTML, entre outros é fenomenal.",para aperfeiçoamento ramo de java scrip html entre outros é fenomenal,Neutral,0,"[474, 1781, 1782, 292, 161, 1783, 40, 1784, 1785, 798, 1786]"
A Google user,5,"Have been willing to learn and developed my skills on coding, it's such a opportunity having an application like this it makes learning so easy. I want to say thank you to the builder",willing learn developed skills coding opportunity application like makes learning easy want say thank builder,Positive,1,"[528, 4, 1219, 104, 3, 435, 35, 9, 38, 5, 7, 28, 129, 60, 1787]"
A Google user,5,it is a very good app though u should make notes with it,good app though u make notes,Positive,1,"[2, 1, 184, 95, 46, 799]"
A Google user,5,great,great,Positive,1,[6]
A Google user,1,with the free subscription they won't even teach you the bare minimum requires,free subscription even teach bare minimum requires,Positive,1,"[19, 63, 33, 111, 1220, 1788, 475]"
A Google user,5,it's the best,best,Positive,1,[8]
A Google user,5,Literally gave me a starting point. Still use it today for fun,literally gave starting point still use today fun,Positive,1,"[277, 476, 195, 358, 75, 18, 400, 13]"
A Google user,5,it's awesome,awesome,Positive,1,[41]
A Google user,5,| Love it 😀,love,Positive,1,[15]
A Google user,4,other then having to subscribe and unsubscribe from the pro version it's pretty decent,subscribe unsubscribe pro version pretty decent,Positive,1,"[800, 1221, 56, 64, 113, 529]"
A Google user,5,absolutely Fantastic,absolutely fantastic,Positive,1,"[250, 170]"
A Google user,4,good app for learning,good app learning,Positive,1,"[2, 1, 5]"
A Google user,5,I love your work,love work,Positive,1,"[15, 88]"
A Google user,5,"Learning to code from the basics , it became simple with this app. Thanks to developers.",learning code basics became simple app thanks developers,Positive,1,"[5, 14, 71, 966, 30, 1, 77, 155]"
A Google user,5,Mimo app is more useful to learn programming languages in an easy way and easy to develop our programming knowledge ✨💯💯,mimo app useful learn programming languages easy way easy develop programming knowledge,Positive,1,"[10, 1, 47, 4, 23, 96, 7, 16, 7, 694, 23, 99]"
A Google user,5,i love mimo. it's a great way to augment and reinforce lessons from coding classes. the only downside is that the web browser bars version of the app is difficult to use and limited in function.,love mimo great way augment reinforce lessons coding classes downside web browser bars version app difficult use limited function,Positive,1,"[15, 10, 6, 16, 1789, 1790, 42, 3, 595, 1222, 79, 530, 1791, 64, 1, 278, 18, 401, 801]"
A Google user,5,"This is a great app! It has easy language, its design is attractive and it makes learning coding like a game!👍👍",great app easy language design attractive makes learning coding like game,Positive,1,"[6, 1, 7, 44, 315, 1792, 38, 5, 3, 9, 68]"
A Google user,5,"This is the best app to learn coding.......😊 It teach programming languages like a fun games......😁 This gives certificate for the languages.....🥰 And many languages are taught in this app whatever it is like JAVA , HTML , CSS , REACT...ETC... It is used also to make own portfolio...... I suggest you to programm by using this app.....👍🏻",best app learn coding teach programming languages like fun games gives certificate languages many languages taught app whatever like java html css react etc used also make portfolio suggest programm using app,Positive,1,"[8, 1, 4, 3, 111, 23, 96, 9, 13, 263, 140, 359, 96, 130, 96, 185, 1, 695, 9, 161, 40, 236, 531, 313, 134, 32, 46, 1793, 293, 1794, 50, 1]"
A Google user,4,good,good,Positive,1,[2]
A Google user,5,"I'm a total beginner, and I feel understood in the way the lessons progress, it becomes so easy to navigate and understand how it programming and coding really works. Amazing app definite recommend.",total beginner feel understood way lessons progress becomes easy navigate understand programming coding really works amazing app definite recommend,Positive,1,"[794, 48, 186, 967, 16, 42, 106, 596, 7, 802, 20, 23, 3, 11, 173, 22, 1, 1223, 37]"
A Google user,5,"I love this app! as a person with ADHD who tends to lose motivation, mimo makes the learning process fun! by repeating questions I can answer I feel more accomplishment and energy to want to do more!",love app person adhd tends lose motivation mimo makes learning process fun repeating questions answer feel accomplishment energy want,Positive,1,"[15, 1, 294, 532, 968, 402, 803, 10, 38, 5, 380, 13, 1224, 131, 316, 186, 1795, 804, 28]"
A Google user,5,amazing learner,amazing learner,Positive,1,"[22, 360]"
A Google user,5,good,good,Positive,1,[2]
A Google user,5,mimo app is best code learning application,mimo app best code learning application,Positive,1,"[10, 1, 8, 14, 5, 35]"
A Google user,5,"Great for learning how to code in your downtime. Easy to understand, and Mimo breaks down the content in small bytes that add up to gigs of knowledge.",great learning code downtime easy understand mimo breaks content small bytes add gigs knowledge,Positive,1,"[6, 5, 14, 1796, 7, 20, 10, 477, 361, 436, 1797, 54, 1798, 99]"
A Google user,5,very good and good appearance,good good appearance,Positive,1,"[2, 2, 1799]"
A Google user,3,I am facing problem logging the account in my laptop. I am able to login but I don't see it being upgraded to Pro. Can someone help?,facing problem logging account laptop able login see upgraded pro someone help,Neutral,0,"[1225, 162, 1226, 141, 437, 174, 805, 163, 1800, 56, 212, 65]"
A Google user,4,It is designed like a game..... easy to understand... the codes are amazingly easy to understand.... very good for beginners,designed like game easy understand codes amazingly easy understand good beginners,Positive,1,"[438, 9, 68, 7, 20, 201, 1227, 7, 20, 2, 17]"
A Google user,5,very easy to navigate so far,easy navigate far,Positive,1,"[7, 802, 21]"
A Google user,5,This coding app is super good. I had a practical exam in Computers in my school about HTML. Before the chapter even started i started learning HTML from here. I got the most marks in computers just because of this app. Very recommended!,coding app super good practical exam computers school html chapter even started started learning html got marks computers app recommended,Positive,1,"[3, 1, 73, 2, 357, 969, 696, 238, 40, 398, 33, 76, 76, 5, 40, 149, 1801, 696, 1, 199]"
A Google user,5,i enjoy this app since i can learn coding using my phone,enjoy app since learn coding using phone,Positive,1,"[234, 1, 239, 4, 3, 50, 122]"
A Google user,5,I'm enjoying this so far.,enjoying far,Positive,1,"[136, 21]"
A Google user,3,great app,great app,Positive,1,"[6, 1]"
A Google user,1,"The first time I played, I noticed how the game was delayed in refreshing my progress. I got used to it and made it to the 3rd level. I opened it up the next day and it had not saved my progress, which is a dealbreaker.",first time played noticed game delayed refreshing progress got used made 3rd level opened next day saved progress dealbreaker,Positive,1,"[84, 36, 1802, 806, 68, 1803, 597, 106, 149, 134, 82, 1228, 112, 1804, 202, 86, 970, 106, 1805]"
A Google user,5,"es muy buena, explica conceptos basicos y avanzados de una forma sencilla",es muy buena explica conceptos basicos avanzados de una forma sencilla,Neutral,0,"[697, 598, 807, 1806, 1807, 1808, 1809, 292, 971, 1229, 1810]"
A Google user,4,May make tasks faster,may make tasks faster,Neutral,0,"[295, 46, 381, 533]"
A Google user,5,easy to learn but can't afford vip,easy learn afford vip,Positive,1,"[7, 4, 439, 1811]"
A Google user,3,doesn't give enough details of what things mean. Very confusing to understand what I'm doing.,give enough details things mean confusing understand,Negative,-1,"[83, 225, 698, 93, 403, 534, 20]"
A Google user,5,i like the app more than you think cause now I am what I have never imagined thanks for all I got keep it up,like app think cause never imagined thanks got keep,Neutral,0,"[9, 1, 67, 699, 240, 1812, 77, 149, 143]"
A Google user,5,Easy understandable app,easy understandable app,Positive,1,"[7, 266, 1]"
A Google user,5,Great for learners that need to be easily taught.,great learners need easily taught,Positive,1,"[6, 276, 59, 125, 185]"
A Google user,4,it's good app,good app,Positive,1,"[2, 1]"
A Google user,5,I love this app. I just started today but I have already learned something plus I just got to chapter 3 😄😄😄😄😀😀😀😊😊😍🥰😁😀,love app started today already learned something plus got chapter 3,Positive,1,"[15, 1, 76, 400, 103, 100, 109, 338, 149, 398, 203]"
A Google user,5,the best,best,Positive,1,[8]
A Google user,5,very good one for studying,good one studying,Positive,1,"[2, 25, 478]"
A Google user,5,made me a new person,made new person,Neutral,0,"[82, 69, 294]"
A Google user,4,I think it's quiet useful for beginners like us. I suggest to just try.,think quiet useful beginners like us suggest try,Positive,1,"[67, 1230, 47, 17, 9, 154, 293, 58]"
A Google user,5,it's very nice and very useful for me 😊😊,nice useful,Positive,1,"[12, 47]"
A Google user,4,"Its a good appo to progress with any programming language. But it is not organised properly, and still requires a lot of bug fixing. For example, while learning something we often get skipped from step1 to step4. As a result we don't know whats in between (step2&step3). This leads to a confusion.",good appo progress programming language organised properly still requires lot bug fixing example learning something often get skipped step1 step4 result know whats step2 step3 leads confusion,Positive,1,"[2, 1813, 106, 23, 44, 1814, 808, 75, 475, 52, 404, 1815, 405, 5, 109, 599, 27, 1816, 1817, 1818, 1231, 39, 1232, 1819, 1820, 1233, 972]"
A Google user,4,Just started,started,Neutral,0,[76]
A Google user,5,it's nice for beginners to learn python. I suggest everyone to use this app. I like it ☺️.,nice beginners learn python suggest everyone use app like,Positive,1,"[12, 17, 4, 31, 293, 179, 18, 1, 9]"
A Google user,3,it is very useful app and it has noporblem,useful app noporblem,Positive,1,"[47, 1, 1821]"
A Google user,5,This 1st session has been enjoyable.,1st session enjoyable,Positive,1,"[973, 1234, 253]"
A Google user,4,"Mimo is great for learning code, but what I don't like is you have to spend coins just to get hearts back. So if you get 5 questions wrong you have to spend coins and if your out. Your done for the amount of hours until it gives you more hearts. Overall it's a pretty good app for beginners.",mimo great learning code like spend coins get hearts back get 5 questions wrong spend coins done amount hours gives hearts overall pretty good app beginners,Positive,1,"[10, 6, 5, 14, 9, 440, 479, 27, 133, 137, 27, 92, 131, 196, 440, 479, 267, 362, 535, 140, 133, 175, 113, 2, 1, 17]"
A Google user,5,"Please add courses related to finance power Bi and Excel, etc Otherwise, it's a great app for learning coding",please add courses related finance power bi excel etc otherwise great app learning coding,Positive,1,"[45, 54, 187, 1822, 1823, 974, 1824, 1825, 313, 441, 6, 1, 5, 3]"
A Google user,5,It's a super easy app to learn new programming languages,super easy app learn new programming languages,Positive,1,"[73, 7, 1, 4, 69, 23, 96]"
A Google user,5,Great app,great app,Positive,1,"[6, 1]"
A Google user,4,good for beginners who want to learn coding genuinely,good beginners want learn coding genuinely,Positive,1,"[2, 17, 28, 4, 3, 809]"
A Google user,5,this app is very good 👍 I just started using it but it the best,app good started using best,Positive,1,"[1, 2, 76, 50, 8]"
A Google user,4,I love this app but it annoys me when it doesn't save progress when connection has issues,love app annoys save progress connection issues,Positive,1,"[15, 1, 1826, 975, 106, 810, 480]"
A Google user,5,"great tool to start, very simple and easy to understand",great tool start simple easy understand,Positive,1,"[6, 213, 53, 30, 7, 20]"
A Google user,5,nice apps,nice apps,Positive,1,"[12, 91]"
A Google user,5,good stuff,good stuff,Positive,1,"[2, 226]"
A Google user,5,ferry 👍,ferry,Neutral,0,[1827]
A Google user,5,"Highly recommend this app, as it taught me a lot about programming and I was able to be ahead of CAT class this year with HTML. Thank you Mimo",highly recommend app taught lot programming able ahead cat class year html thank mimo,Positive,1,"[120, 37, 1, 185, 52, 23, 174, 700, 1828, 363, 166, 40, 60, 10]"
A Google user,5,this app teaches you coding in the simplest way to understand.,app teaches coding simplest way understand,Neutral,0,"[1, 107, 3, 811, 16, 20]"
A Google user,4,wow Mimi is a great app for an idea person to learn HTML fast.,wow mimi great app idea person learn html fast,Positive,1,"[204, 1829, 6, 1, 296, 294, 4, 40, 148]"
A Google user,5,best learning app it's like duolingo it supports us when we get wrong in the questions it's the best coding app I've ever seen,best learning app like duolingo supports us get wrong questions best coding app ever seen,Positive,1,"[8, 5, 1, 9, 29, 1235, 154, 27, 196, 131, 8, 3, 1, 78, 214]"
A Google user,5,this app increases your skills,app increases skills,Neutral,0,"[1, 1236, 104]"
A Google user,5,It's such an amazing app to learn a coding thank you so much developer's 🙏 be continue and add other programming languages,amazing app learn coding thank much developer continue add programming languages,Positive,1,"[22, 1, 4, 3, 60, 26, 115, 167, 54, 23, 96]"
A Google user,5,I love it,love,Positive,1,[15]
A Google user,5,this is a great learning app,great learning app,Positive,1,"[6, 5, 1]"
A Google user,3,slow,slow,Neutral,0,[317]
A Google user,1,"There is no message option to talk to my friends on my Mimo account, Please add a messaging option to this app.",message option talk friends mimo account please add messaging option app,Positive,1,"[1237, 156, 1830, 481, 10, 141, 45, 54, 1831, 156, 1]"
A Google user,5,It is a great app that makes coding effortlessly easy to learn 👌,great app makes coding effortlessly easy learn,Positive,1,"[6, 1, 38, 3, 1832, 7, 4]"
A Google user,5,it's good mimo app nice 👍🙂,good mimo app nice,Positive,1,"[2, 10, 1, 12]"
A Google user,5,Great 👍🏻,great,Positive,1,[6]
A Google user,5,good and simple,good simple,Positive,1,"[2, 30]"
A Google user,5,"I like it! Mimo does a great job at explaining the terms and functions in a simple, concise but very effective manner. I hope to build my website soon with what I'm learning!",like mimo great job explaining terms functions simple concise effective manner hope build website soon learning,Positive,1,"[9, 10, 6, 223, 600, 812, 1238, 30, 1833, 252, 601, 119, 406, 157, 536, 5]"
A Google user,4,great 👍,great,Positive,1,[6]
A Google user,5,Like Duolingo but better and coding!,like duolingo better coding,Positive,1,"[9, 29, 49, 3]"
A Google user,5,great app,great app,Positive,1,"[6, 1]"
A Google user,5,helping me in coding,helping coding,Positive,1,"[188, 3]"
A Google user,4,fair enough,fair enough,Positive,1,"[813, 225]"
A Google user,1,"app is good, but it doesn't sync well on desktop and they don't respond to support emails",app good sync well desktop respond support emails,Positive,1,"[1, 2, 1239, 61, 241, 1240, 297, 1241]"
A Google user,5,it's very easy too understand and real! plus it not so bad tons of fun for all ages! Way to go guys you hit this one a home run; even grand slam!,easy understand real plus bad tons fun ages way go guys hit one home run even grand slam,Positive,1,"[7, 20, 215, 338, 121, 1834, 13, 1242, 16, 139, 242, 602, 25, 976, 701, 33, 1835, 1836]"
A Google user,4,nice,nice,Positive,1,[12]
A Google user,5,This app help me to know more ideas about coding and correct selection of the properties.,app help know ideas coding correct selection properties,Positive,1,"[1, 65, 39, 537, 3, 339, 1243, 1837]"
A Google user,3,its so good,good,Positive,1,[2]
A Google user,5,gorgeous 💯👌,gorgeous,Positive,1,[1838]
A Google user,5,best app for a newly introduced character to coding,best app newly introduced character coding,Positive,1,"[8, 1, 1244, 977, 978, 3]"
A Google user,5,verii gud,verii gud,Neutral,0,"[1839, 1245]"
A Google user,5,"very easy to learn, fully recommend",easy learn fully recommend,Positive,1,"[7, 4, 524, 37]"
A Google user,4,Pretty neat and organized.,pretty neat organized,Positive,1,"[113, 1840, 979]"
A Google user,5,the best app,best app,Positive,1,"[8, 1]"
A Google user,5,I love it,love,Positive,1,[15]
A Google user,5,I have been showing interest to learn coding lately. I feel like for any person that is new to computer languages this is a great place to start your journey. the app provides you with a great friendly topics. great app I say,showing interest learn coding lately feel like person new computer languages great place start journey app provides great friendly topics great app say,Positive,1,"[980, 364, 4, 3, 1246, 186, 9, 294, 69, 144, 96, 6, 261, 53, 150, 1, 442, 6, 55, 318, 6, 1, 129]"
A Google user,5,I like this app,like app,Positive,1,"[9, 1]"
A Google user,5,this is quite helpful,quite helpful,Positive,1,"[158, 24]"
A Google user,5,super easy to understand and follow,super easy understand follow,Positive,1,"[73, 7, 20, 126]"
A Google user,5,This is a very good good good 😊👍👍👍👍 app for lerning pograming like this app download this app,good good good app lerning pograming like app download app,Positive,1,"[2, 2, 2, 1, 1841, 1842, 9, 1, 211, 1]"
A Google user,3,understandable,understandable,Neutral,0,[266]
A Google user,5,it's a really great app to learn coding it's like duolingo it's helpful and really encouraging,really great app learn coding like duolingo helpful really encouraging,Positive,1,"[11, 6, 1, 4, 3, 9, 29, 24, 11, 981]"
A Google user,3,the logo is so cute,logo cute,Positive,1,"[1247, 443]"
A Google user,4,"Great app to learn coding html, and but too expensive the pro",great app learn coding html expensive pro,Positive,1,"[6, 1, 4, 3, 40, 268, 56]"
A Google user,5,This is the best coding app i have ever used. Very less ads. More knowledge. This is worth it!,best coding app ever used less ads knowledge worth,Positive,1,"[8, 3, 1, 78, 134, 319, 123, 99, 227]"
A Google user,2,It requires hearts to continue progress or we need to buy the subscription. This restricts and makes you lose interest in the course.,requires hearts continue progress need buy subscription restricts makes lose interest course,Positive,1,"[475, 133, 167, 106, 59, 189, 63, 1843, 38, 402, 364, 72]"
A Google user,5,Great 👌 lessons,great lessons,Positive,1,"[6, 42]"
A Google user,2,the try max for free is not clickable,try max free clickable,Positive,1,"[58, 116, 19, 1844]"
A Google user,5,WOW I'm 38 and have never coded in my life! I feel very confident that I will be coding within a month or less!,wow 38 never coded life feel confident coding within month less,Positive,1,"[204, 1845, 240, 814, 254, 186, 815, 3, 816, 298, 319]"
A Google user,5,love how it's free and I'm okay to watch an add or two plus it has the perfect amount of lives and doesn't. move too fast,love free okay watch add two plus perfect amount lives move fast,Positive,1,"[15, 19, 817, 818, 54, 299, 338, 70, 362, 603, 702, 148]"
A Google user,5,it kind of nice,kind nice,Positive,1,"[340, 12]"
A Google user,5,superb,superb,Positive,1,[538]
A Google user,3,"Makes the learning process a hands-on experience, ensuring you practice to retain as you learn.",makes learning process hands experience ensuring practice retain learn,Positive,1,"[38, 5, 380, 604, 43, 1846, 51, 982, 4]"
A Google user,5,This app is very helpful,app helpful,Positive,1,"[1, 24]"
A Google user,4,The app is funny and excited 😆 please add flutter frame work And dart Programming Language,app funny excited please add flutter frame work dart programming language,Positive,1,"[1, 482, 539, 45, 54, 1847, 1248, 88, 1249, 23, 44]"
A Google user,5,I'm currently learning coding through college but this is useful in my spare time and when I'm away from my computer,currently learning coding college useful spare time away computer,Positive,1,"[365, 5, 3, 605, 47, 1250, 36, 540, 144]"
A Google user,5,"Interactive, insightful and engaging.",interactive insightful engaging,Positive,1,"[94, 1251, 320]"
A Google user,5,Lovely! Great tool for beginners 💗,lovely great tool beginners,Positive,1,"[541, 6, 213, 17]"
A Google user,5,it is an very helpful app for learning basic coding,helpful app learning basic coding,Positive,1,"[24, 1, 5, 87, 3]"
A Google user,2,"Fica calculando sparks por bastante tempo, depois da erro e tenho que refazer o mesmo exercício",fica calculando sparks por bastante tempo depois da erro e tenho que refazer mesmo exercício,Neutral,0,"[1848, 1849, 1252, 1850, 1253, 1254, 983, 819, 1255, 407, 1851, 483, 1852, 984, 1853]"
A Google user,5,best app,best app,Positive,1,"[8, 1]"
A Google user,5,really help on understanding basic concept of coding,really help understanding basic concept coding,Positive,1,"[11, 65, 216, 87, 341, 3]"
A Google user,5,for beginners who doesn't know anything about coding it is good,beginners know anything coding good,Positive,1,"[17, 39, 198, 3, 2]"
A Google user,1,In Iran we can't use it.,iran use,Neutral,0,"[1854, 18]"
A Google user,4,very good app for learning,good app learning,Positive,1,"[2, 1, 5]"
A Google user,5,it's fun and easy,fun easy,Positive,1,"[13, 7]"
A Google user,5,"need code, eat code, dream code, love code",need code eat code dream code love code,Positive,1,"[59, 14, 1855, 14, 703, 14, 15, 14]"
A Google user,1,It's just one long ad.,one long ad,Neutral,0,"[25, 300, 985]"
A Google user,1,"I want to opt out from a leader board - if you add this feature - I'll give you 5 star. Also it's not possible to change email address of your account. Competition is a thief of joy. I'm also perfectionist. If I'm competing I want to be number 1, always. Bronze medal or silver medal is a humiliation for me. I want to learn at my own pace. When I do tasks a little harder, I'm accidentally shooting up on the leader board. I don't want to compete",want opt leader board add feature give 5 star also possible change email address account competition thief joy also perfectionist competing want number 1 always bronze medal silver medal humiliation want learn pace tasks little harder accidentally shooting leader board want compete,Positive,1,"[28, 1856, 820, 821, 54, 334, 83, 92, 243, 32, 704, 321, 705, 1256, 141, 1257, 1857, 1258, 32, 1858, 1259, 28, 986, 151, 279, 1859, 1260, 1860, 1260, 1861, 28, 4, 342, 381, 159, 987, 1862, 1863, 820, 821, 28, 988]"
